,Text,Lemma,Polarity,Analysis,Vader Sentiment,Vader Analysis,SWN analysis
274,"My dad loves his razor so Mich, o had to find a replacement one when his quit working.. Thank you amazon for still having one!!",  dad love razor Mich find replacement one quit work Thank amazon still one,0.5,Positive,0.8126,Positive,Positive
275,Dead battery basically worthless,  Dead battery basically worthless,-0.5,Negative,-0.802,Negative,Negative
276,"I originally bought this phone 6 or 7 yrs. ago and I loved it. I must have dropped it a gazillion times and it worked great for the first five or so years. I had to pray over it to get it to last the additional year. I really did pray over it. The screen finally gave out and I was no longer able to see anything, although I could still make and receive calls. If I put my SIM card in my other phone I could read my texts. After a month or so of that, I broke down and order this phone from Amazon. It was in good working condition, however, it was a Sprint phone (not mentioned in description by the seller) and I have T-Mobile. Luckily I bought a Samsung Exhibit, while I was waiting for the phone to arrive (I planned to give the Moto to my daughter). The Samsung is great, it was definitely time for me to upgrade, but there are some things that the 'ol Moto does that the fancy new Samsung doesn't. For example, the alarm will still go off on the Moto even when the phone is turned off. I liked that feature, because I like to turn my phone off a night to save battery, but know that my alarm will still wake me up in the morning. So basically, if you need a phone to do just about everything except download apps, this is the phone to get.",  originally buy phone yr ago love must drop gazillion time work great first five year pray get last additional year really pray screen finally give longer able see anything although could still make receive call put SIM card phone could read text month break order phone Amazon good work condition however Sprint phone mention description seller Mobile Luckily buy Samsung Exhibit wait phone arrive plan give Moto daughter Samsung great definitely time upgrade thing ol Moto fancy new Samsung example alarm still go Moto even phone turn like feature like turn phone night save battery know alarm still wake morning basically need phone everything except download apps phone get,0.35343822843822853,Positive,0.9821,Positive,Positive
277,Very disappointed to find out from Verizon that this is not a Verizon phone. Feels like I just handed over money for nothing.,  disappointed find Verizon Verizon phone Feels like hand money nothing,-0.75,Negative,0.3818,Neutral,Negative
278,"Loved it and had it for a long time until Verizon wouldn't give me good service. I was persuaded to change, otherwise I would've kept it forever.",  Loved long time Verizon give good service persuade change otherwise would keep forever,0.44999999999999996,Positive,0.7783,Positive,Positive
279,okay but I had to order a new battery which I did through Amazon and it was brand new and it works great now.,  okay order new battery Amazon brand new work great,0.3931818181818182,Positive,0.7717,Positive,Positive
280,The phone can not work very well. Battery runs out so fast. I need to charge it everyday even I didn't make any calls and receive any calls. My friends always complain a lot of noises. I need to switch to other Verizon phone to be able hear well.,  phone work well Battery run fast need charge everyday even make call receive call friend always complain lot noise need switch Verizon phone able hear well,0.16666666666666666,Positive,0.5994,Positive,Positive
281,Its a pre paid phone so was unable to activate it through our provider. Wish I would have known :(,  pre pay phone unable activate provider Wish would know,-0.5,Negative,0.3182,Neutral,Negative
282,GREAT TO TROLL WITH,  GREAT TROLL,0.8,Positive,0.6249,Positive,Neutral
283,My dad used the parts from this to make another cell phone work and it works great! Got here very fast too!,  dad use part make another cell phone work work great Got fast,0.5,Positive,0.6249,Positive,Neutral
284,"The Razor was clean and it very good condition, works well!",  Razor clean good condition work well,0.5333333333333333,Positive,0.7717,Positive,Positive
285,"I got this to replaced a device I had (lost?) in a hospital. It arrived quickly was easy to reload with my phone book and took care of my needs until I was discharged.... Then I wanted it to link to my vehicle's Kenwood. I mean my previous (older) one did. Would not work, so I stopped at the local Verizon where the associate pulled out his smarter phone and quickly said, ""Your Bluetooth isn't working, no signal"". So that where I am, wish the sellar had fully check it out before selling (well I thought that was implied)!",  get replace device lose hospital arrive quickly easy reload phone book take care need discharge want link vehicle Kenwood mean previous old one Would work stop local Verizon associate pull smarter phone quickly say Bluetooth work signal wish sellar fully check sell well think imply,0.06458333333333334,Positive,0.8612,Positive,Positive
